speaker,L1,word,wav_path,start,end
KB,ru,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp22.wav,1.43,2.45
KB,ru,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp33.wav,1.36861,2.41933
KB,ru,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp48.wav,2.04,3.1098
KB,ru,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp6.wav,1.76,2.81
KB,ru,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp60.wav,2.02,3.04392
KB,ru,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp75.wav,1.05438,2.15
KB,ru,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp2.wav,1.13,1.68976
KB,ru,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp23.wav,1.33,2.00976
KB,ru,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp31.wav,1.7,2.39
KB,ru,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp38.wav,1.3,1.91
KB,ru,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp51.wav,2.25,2.97
KB,ru,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp69.wav,1.58,2.23039
KB,ru,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp13.wav,1.59549,2.23103
KB,ru,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp15.wav,1.2059,1.81767
KB,ru,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp32.wav,1.56,2.24
KB,ru,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp50.wav,1.51,2.20585
KB,ru,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp57.wav,2.38,3.03
KB,ru,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp78.wav,1.03,1.75
KB,ru,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp16.wav,1.2,1.61864
KB,ru,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp34.wav,1.55,1.98
KB,ru,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp44.wav,1.84,2.27993
KB,ru,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp53.wav,1.71,2.15789
KB,ru,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp77.wav,0.98,1.50636
KB,ru,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp9.wav,1.59,2.02
KL,ru,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp14.wav,1.31,1.73
KL,ru,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp26.wav,1.32658,1.81
KL,ru,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp3.wav,0.91,1.4
KL,ru,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp41.wav,1.25,1.7
KL,ru,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp58.wav,1.12,1.59127
KL,ru,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp67.wav,1.22,1.67
KL,ru,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp20.wav,1.22,1.56
KL,ru,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp29.wav,1.22,1.57638
KL,ru,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp45.wav,1.26,1.58832
KL,ru,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp5.wav,0.44,0.79
KL,ru,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp52.wav,1.18,1.48
KL,ru,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp68.wav,1.1,1.41102
KL,ru,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp12.wav,1.24,1.64
KL,ru,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp35.wav,1.16586,1.56576
KL,ru,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp47.wav,0.98699,1.38
KL,ru,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp55.wav,1.06,1.45
KL,ru,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp66.wav,1.11,1.55
KL,ru,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp71.wav,1.21684,1.55845
KL,ru,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp21.wav,1.3,1.55
KL,ru,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp30.wav,1.27,1.52
KL,ru,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp4.wav,1.28,1.54
KL,ru,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp43.wav,1.3,1.56
KL,ru,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp63.wav,1.14,1.42
KL,ru,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp76.wav,1.12,1.39
KL,ru,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp1.wav,1.21,1.61
KL,ru,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp18.wav,1.44,1.82
KL,ru,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp28.wav,1.24,1.63
KL,ru,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp49.wav,1.4,1.80537
KL,ru,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp54.wav,1.1,1.52814
KL,ru,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp72.wav,1.45,1.8
KL,ru,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp10.wav,1.61,2.26
KL,ru,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp36.wav,1.2,1.89
KL,ru,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp46.wav,1.21018,1.83
KL,ru,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp61.wav,1.25,1.87
KL,ru,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp70.wav,1.22,1.86
KL,ru,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp73.wav,0.93,1.56
KL,ru,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp17.wav,0.94677,1.2
KL,ru,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp27.wav,0.7906,1.02698
KL,ru,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp40.wav,1.19,1.40548
KL,ru,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp62.wav,1.11006,1.35
KL,ru,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp65.wav,1.23,1.48
KL,ru,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp7.wav,1.68,1.96
KL,ru,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp11.wav,1.19,1.64
KL,ru,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp19.wav,1.45188,1.79487
KL,ru,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp25.wav,1.55678,1.91257
KL,ru,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp39.wav,1.28633,1.65
KL,ru,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp56.wav,1.11,1.46
KL,ru,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp74.wav,1.24482,1.57
KL,ru,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp22.wav,1.3,2.06
KL,ru,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp33.wav,1.29013,2.08339
KL,ru,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp48.wav,1.34,2.02986
KL,ru,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp6.wav,1.68853,2.4703
KL,ru,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp60.wav,1.55576,2.3
KL,ru,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp75.wav,1.36,2.11964
KL,ru,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp2.wav,0.59198,1.0339
KL,ru,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp23.wav,1.30687,1.71
KL,ru,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp31.wav,1.32,1.75
KL,ru,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp38.wav,1.46843,1.90952
KL,ru,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp51.wav,1.09,1.53
KL,ru,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp69.wav,1.04983,1.46
KL,ru,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp13.wav,2.21,2.78
KL,ru,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp15.wav,1.4546,1.86
KL,ru,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp32.wav,1.20503,1.67
KL,ru,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp50.wav,1.21626,1.67443
KL,ru,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp57.wav,1.0043,1.42282
KL,ru,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp78.wav,0.98934,1.37095
KL,ru,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp16.wav,1.36,1.56673
KL,ru,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp34.wav,1.28,1.54361
KL,ru,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp44.wav,1.19709,1.47033
KL,ru,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp53.wav,1.11,1.33182
KL,ru,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp77.wav,1.05,1.25
KL,ru,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KL\kl_rus_list1_FRcorp9.wav,1.4,1.64008
KV,ru,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp14.wav,1.32,2.08948
KV,ru,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp26.wav,1.01,1.64239
KV,ru,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp3.wav,1.08601,2.00336
KV,ru,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp41.wav,1.43,2.09331
KV,ru,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp58.wav,1.17,1.74622
KV,ru,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp67.wav,1.07,1.67811
KV,ru,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp20.wav,0.97,1.53182
KV,ru,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp29.wav,0.83088,1.34
KV,ru,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp45.wav,0.84,1.34902
KV,ru,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp5.wav,1.1,1.71002
KV,ru,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp52.wav,1.19,1.69968
KV,ru,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp68.wav,0.89,1.37029
KV,ru,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp12.wav,1.07,1.70327
KV,ru,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp35.wav,1.25,1.82124
KV,ru,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp47.wav,0.83058,1.45
KV,ru,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp55.wav,0.95763,1.57
KV,ru,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp66.wav,0.71,1.29
KV,ru,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp71.wav,0.9,1.45246
KV,ru,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp21.wav,1.15107,1.58223
KV,ru,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp30.wav,1.0607,1.44143
KV,ru,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp4.wav,1.27403,1.79
KV,ru,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp43.wav,0.943,1.32
KV,ru,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp63.wav,0.75118,1.18
KV,ru,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp76.wav,0.96674,1.35655
KV,ru,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp1.wav,1.71376,2.29942
KV,ru,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp18.wav,1.16,1.86786
KV,ru,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp28.wav,1.25527,1.8909
KV,ru,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp49.wav,1.19301,1.77156
KV,ru,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp54.wav,0.93959,1.50122
KV,ru,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp72.wav,0.98,1.54
KV,ru,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp10.wav,1.1,1.90823
KV,ru,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp36.wav,1.1231,1.89
KV,ru,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp46.wav,0.87,1.63407
KV,ru,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp61.wav,0.73,1.49224
KV,ru,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp70.wav,0.91,1.67
KV,ru,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp73.wav,0.92,1.68
KV,ru,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp17.wav,1.56508,1.99521
KV,ru,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp27.wav,1.23,1.60909
KV,ru,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp40.wav,0.93725,1.28704
KV,ru,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp62.wav,0.75523,1.18537
KV,ru,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp65.wav,1.19,1.51781
KV,ru,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp7.wav,1.45,1.92316
KV,ru,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp11.wav,0.94,1.88
KV,ru,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp19.wav,0.91397,1.72
KV,ru,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp25.wav,1.33,1.99
KV,ru,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp39.wav,0.93,1.52
KV,ru,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp56.wav,1.04,1.67
KV,ru,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp74.wav,0.91566,1.58
KV,ru,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp22.wav,1.14,2.20453
KV,ru,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp33.wav,1.09,1.94231
KV,ru,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp48.wav,1.05,1.95
KV,ru,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp6.wav,1.2,2.22593
KV,ru,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp60.wav,1.19,1.99218
KV,ru,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp75.wav,1.15046,1.98967
KV,ru,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp2.wav,1.12,1.7361
KV,ru,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp23.wav,0.96,1.60419
KV,ru,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp31.wav,0.89967,1.55
KV,ru,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp38.wav,1.23,1.8
KV,ru,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp51.wav,1.01326,1.60061
KV,ru,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp69.wav,1.09955,1.5998
KV,ru,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp13.wav,0.92338,1.71
KV,ru,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp15.wav,1.16593,1.88005
KV,ru,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp32.wav,1.05,1.57
KV,ru,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp50.wav,0.95636,1.5864
KV,ru,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp57.wav,1.32951,1.85
KV,ru,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp78.wav,1.01752,1.62477
KV,ru,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp16.wav,1.32697,1.83
KV,ru,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp34.wav,0.93,1.2989
KV,ru,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp44.wav,0.85,1.23443
KV,ru,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp53.wav,0.93,1.4
KV,ru,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp77.wav,1.1,1.4786
KV,ru,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KV\kv_rus_list1_FRcorp9.wav,1.06691,1.45
MD,fr,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp14.wav,0.55,1.11478
MD,fr,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp26.wav,0.44,0.87
MD,fr,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp3.wav,0.47,0.94
MD,fr,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp41.wav,0.6,1.01
MD,fr,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp58.wav,1.0,1.46
MD,fr,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp67.wav,0.47,0.92
MD,fr,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp20.wav,0.58,1.02
MD,fr,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp29.wav,0.68906,1.18879
MD,fr,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp45.wav,0.67,1.13
MD,fr,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp5.wav,0.73,1.08
MD,fr,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp52.wav,0.58,0.92
MD,fr,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp68.wav,0.87,1.19
MD,fr,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp12.wav,0.67,1.25
MD,fr,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp35.wav,0.57,1.10777
MD,fr,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp47.wav,0.72,1.2
MD,fr,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp55.wav,0.86,1.28901
MD,fr,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp66.wav,0.43678,0.78
